paper_id,title,year,paper_type,venue,authors,doi,arxiv,url,status,datasets,public_datasets,manufacturing_dataset_candidates,methods,tasks,domains,metrics,synthesis_candidate,candidate_match_location,synthesis_families,source_note
sha256:bf9df9d7f71e2775647952b36cdea2431f48e33ec20aa254fca82029791479a9,The MVTec AD 2 Dataset Advanced Scenarios for Unsupervised Anomaly Detection,2025,dataset,,Heckler-Kram,,,,processed,MVTec AD 2 | MVTec AD,MVTec AD | MVTec AD 2,MVTec AD | MVTec AD 2,Unsupervised anomaly detection,Unsupervised anomaly detection | Defect segmentation,Multi-industry anomaly detection,AU-ROC | AU-PRO,yes,note body,other generative synthesis,Papers/Dataset/2025 - The MVTec AD 2 Dataset Advanced Scenarios for Unsupervised Anomaly Detection.md
doi:10.1109/tim.2025.3545987,ToCoAD: Two-Stage Contrastive Learning for Industrial Anomaly Detection,2025,research,IEEE Transactions on Instrumentation and Measurement,Yun Liang | Zhiguang Hu | Junjie Huang | Donglin Di | Anyang Su | Lei Fan,10.1109/tim.2025.3545987,,https://doi.org/10.1109/TIM.2025.3545987,processed,MVTec AD | VisA | BTAD,BTAD | MVTec AD | VisA,BTAD | MVTec AD | VisA,ToCoAD | Defect synthesis | Contrastive learning,Industrial anomaly detection | Defect segmentation,Multi-industry anomaly detection,AU-ROC,yes,structured metadata,other generative synthesis,Papers/Research/2025 - ToCoAD Two-Stage Contrastive Learning for Industrial Anomaly Detection.md
doi:10.1186/s13640-025-00666-3)/author(tsung-han,Wafer Map Defect Classification Using Deep Learning Framework with Data Augmentation on Imbalance Datasets,2025,research,EURASIP Journal on Image and Video Processing,Tsung-Han Tsai | Chieng-Yang Wang,10.1186/s13640-025-00666-3,,https://doi.org/10.1186/s13640-025-00666-3,processed,WM-811K | Taiwan company 21-defect wafer map dataset,WM-811K,WM-811K,G2LGAN | Data augmentation | Synthetic data generation | DCGAN wafer map augmentation | One-hot multi-label wafer defect decoding,Wafer map defect classification,Semiconductor and electronics,Accuracy | F1-score | Precision | Recall | Inception Score | FID | MMD,yes,structured metadata,GAN-based generation,Papers/Research/2025 - Wafer Map Defect Classification Using Deep Learning Framework with Data Augmentation on Imbalance Datasets.md
doi:10.1371/journal.pone.0327546,Workpiece Surface Defect Detection Based on YOLOv11 and Edge Computing,2025,systems,PLoS One,Zishuo Wang | Tao Ding | Shuning Liang | Hongwei Cui | Xingquan Gao,10.1371/journal.pone.0327546,,https://doi.org/10.1371/journal.pone.0327546,processed,NEU-DET | Tianchi aluminium profile surface defect dataset | Workpiece surface defect dataset,NEU-DET | Tianchi aluminium profile surface defect dataset | Workpiece surface defect dataset,NEU-DET | Tianchi aluminium profile surface defect dataset | Workpiece surface defect dataset,YOLOv11 | SA-GAN | YOLOv11-RKNN edge deployment | Edge intelligence | Data augmentation,Workpiece surface defect detection | Object detection,Multi-industry anomaly detection,mAP@0.50 | Average precision | Precision | Recall | F1-score | Detection time,yes,structured metadata,GAN-based generation,Papers/Systems/2025 - Workpiece Surface Defect Detection Based on YOLOv11 and Edge Computing.md
sha256:4587be58fa4ab25c895bae2358cc588e626b1cab9597fae65c2b42d69d4ea013,YOLO Object Detection for Real-Time Fabric Defect Inspection in the Textile Industry: A Review of YOLOv1 to YOLOv11,2025,review,Sensors,Makara Mao | Min Hong,10.3390/s25072270,,https://doi.org/10.3390/s25072270,processed,,,,YOLOv5 | YOLOv10 | YOLOv11 | Data augmentation | Synthetic data generation,Textile defect detection,Textile and fiber inspection,mAP | FPS,no,structured metadata,,Papers/Review/2025 - YOLO Object Detection for Real-Time Fabric Defect Inspection in the Textile Industry.md
sha256:742296c7dd255ab8b2561ea1cc762eb23947ea09ac99623c87ac7adeed8940a1,You Only Look Once-Aluminum,2025,research,Symmetry,Jiashu Han | Huiye Chen | Yitong Ding | Shudong Zhuang | Chengyu Zhou | Hua Chen,10.3390/sym17050724,,https://doi.org/10.3390/sym17050724,processed,APDDD,APDDD,APDDD,YOLO-AL | YOLOv8,Metallic surface defect detection | Object detection,Metal inspection,Precision | Recall | mAP | mAP@0.50 | mAP@0.50-0.95 | GFLOPs | FPS,yes,note body,other generative synthesis,Papers/Research/2025 - You Only Look Once-Aluminum.md
doi:10.1016/j.compeleceng.2025.110819,A Deep Learning Model with Inception Vision Transformer and Harmonic Fusion Network for Solar Panel Fault Detection and Classification,2026,research,Computers and Electrical Engineering,Gangu Dharmaraju | Manoj Kumar Jena | Venkataramana Attada,10.1016/j.compeleceng.2025.110819,,https://doi.org/10.1016/j.compeleceng.2025.110819,processed,PV Panel Defect Dataset,PV Panel Defect Dataset,PV Panel Defect Dataset,IncepViTH-Net | U-Net | Vision Transformer | Computer Vision Models,Solar cell defect detection | Defect classification,Solar cells and photovoltaic,Accuracy | Recall | Specificity,no,none,,Papers/Research/2026 - IncepViTH-Net for Solar Panel Fault Detection and Classification.md
doi:10.3390/ai7030094,Diagnosing Shortcut Learning in CNN-Based Photovoltaic Fault Recognition from RGB Images: A Multi-Method Explainability Audit,2026,research,AI,Bogdan Marian Diaconu,10.3390/ai7030094,,https://doi.org/10.3390/ai7030094,processed,PV Panel Defect Dataset,PV Panel Defect Dataset,PV Panel Defect Dataset,LIME | Occlusion sensitivity | Integrated Gradients | Deep convolutional neural network,Solar cell defect detection | Defect classification,Solar cells and photovoltaic,Accuracy | Precision | Recall | F1-score | LIME surrogate fidelity | IoU@Top10% | Occlusion entropy | Hoyer sparsity | Faithfulness gap,yes,note body,other generative synthesis,Papers/Research/2026 - Diagnosing Shortcut Learning in CNN-Based Photovoltaic Fault Recognition from RGB Images.md
doi:10.48550/arxiv.2605.11898,Few-Shot Synthetic Data Generation with Diffusion Models for Downstream Vision Tasks,2026,research,arXiv,Daniil Dushenev | Nazariy Karpov | Daniil Zinovjev | Konstantin Kulikov | Alexander Gorin,10.48550/arxiv.2605.11898,2605.11898,https://arxiv.org/abs/2605.11898,processed,Magnetic Tile Defects,Magnetic Tile Defects,Magnetic Tile Defects,LoRA-adapted diffusion augmentation | Diffusion models | Data augmentation,Small-sample defect classification | Defect classification,Metal inspection,F1-score | AU-PR | Recall,yes,structured metadata,diffusion-based generation,Papers/Research/2026 - Few-Shot Synthetic Data Generation with Diffusion Models for Downstream Vision Tasks.md
doi:10.48550/arxiv.2605.29539,GiPL: Generative augmented iterative Pseudo-Labeling for Cross-Domain Few-Shot Object Detection,2026,research,arXiv,Jiacong Liu | Shu Luo | Yikai Qin | Yaze Zhao | Yongwei Jiang | Yixiong Zou,10.48550/arxiv.2605.29539,2605.29539,https://arxiv.org/abs/2605.29539,processed,RUOD | CARPK | CarDD,CarDD,CarDD,GiPL | Pseudo-labeling | Qwen-Image generative augmentation | Data augmentation | Learned generative synthesis,Cross-domain few-shot object detection | Object detection | Car damage detection,,mAP@0.50,yes,structured metadata,other generative synthesis,Papers/Research/2026 - GiPL Generative augmented iterative Pseudo-Labeling for Cross-Domain Few-Shot Object Detection.md
doi:10.1038/s41598-026-51763-w,Texture Conditioned GAN Based Self Supervised Framework for Fabric Defect Detection,2026,research,Scientific Reports,R. Sujitha | K. Venkatasalam,10.1038/s41598-026-51763-w,,https://doi.org/10.1038/s41598-026-51763-w,processed,FabricSpotDefect | FD_Dataset | Lusitano,FabricSpotDefect | FD_Dataset | Lusitano,FabricSpotDefect | FD_Dataset | Lusitano,STDAN | Unsupervised anomaly detection | Self-supervised learning | GAN,Textile defect detection | Defect detection | Defect segmentation,Textile and fiber inspection,Accuracy | Precision | Recall | F1-score | AU-ROC | Localization precision | Feature embedding separation | Texture robustness | Defect sensitivity,yes,structured metadata,GAN-based generation,Papers/Research/2026 - Texture Conditioned GAN Based Self Supervised Framework for Fabric Defect Detection.md
doi:10.1371/journal.pone.0343395,Thermal Imaging for Sealing Defect Detection in Pharmaceutical Bags Using a Temporal Fusion Network,2026,research,PLOS One,Liqiang Wang | Ziyang Leng | Cunmin Jiang | Rui Hua,10.1371/journal.pone.0343395,,https://doi.org/10.1371/journal.pone.0343395,processed,Pharmaceutical bag thermal sealing defect dataset | Glass Bangle Defect Detection Classification,Glass Bangle Defect Detection Classification | Pharmaceutical bag thermal sealing defect dataset,Glass Bangle Defect Detection Classification | Pharmaceutical bag thermal sealing defect dataset,TMFFNet | Physics-guided thermal defect synthesis | Ghost module,Pharmaceutical bag sealing defect detection | Defect classification,Pharmaceutical packaging inspection,Accuracy | Precision | Recall | F1-score,yes,structured metadata,other generative synthesis,Papers/Research/2026 - Thermal Imaging for Sealing Defect Detection in Pharmaceutical Bags Using a Temporal Fusion Network.md
