node_id,node_type,title,aliases,status,year,paper_type,availability,paper_key,doi,url,source_note
Methods/Synthetic Data Generation/Learned Generative Synthesis/Qwen-Image generative augmentation,Methods,Qwen-Image generative augmentation,Qwen-Image-2.0-pro augmentation | LVLM-based generative data augmentation,emerging,,,,,,,Methods/Synthetic Data Generation/Learned Generative Synthesis/Qwen-Image generative augmentation.md
Methods/Synthetic Data Generation/Physics-guided thermal defect synthesis,Methods,Physics-guided thermal defect synthesis,Thermal diffusion defect synthesis,,,,,,,,Methods/Synthetic Data Generation/Physics-guided thermal defect synthesis.md
Methods/Synthetic Data Generation/Procedural and Simulation-Based Synthesis/Affine anomaly insertion,Methods,Affine anomaly insertion,AA insertion | Affine pseudo-anomaly insertion,emerging,,,,,,,Methods/Synthetic Data Generation/Procedural and Simulation-Based Synthesis/Affine anomaly insertion.md
Methods/Synthetic Data Generation/Procedural and Simulation-Based Synthesis/Depth simulation,Methods,Depth simulation,Depth simulation,emerging,,,,,,,Methods/Synthetic Data Generation/Procedural and Simulation-Based Synthesis/Depth simulation.md
Methods/Synthetic Data Generation/Procedural and Simulation-Based Synthesis/Domain randomization,Methods,Domain randomization,,,,,,,,,Methods/Synthetic Data Generation/Procedural and Simulation-Based Synthesis/Domain randomization.md
Methods/Synthetic Data Generation/Procedural and Simulation-Based Synthesis/PatchAnomaly,Methods,PatchAnomaly,Patch-wise anomaly augmentation | Patch-wise augmentation,emerging,,,,,,,Methods/Synthetic Data Generation/Procedural and Simulation-Based Synthesis/PatchAnomaly.md
Methods/Synthetic Data Generation/Procedural and Simulation-Based Synthesis/Physically based rendering,Methods,Physically based rendering,PBR,,,,,,,,Methods/Synthetic Data Generation/Procedural and Simulation-Based Synthesis/Physically based rendering.md
Methods/Synthetic Data Generation/Procedural and Simulation-Based Synthesis/Procedural and simulation-based synthesis,Methods,Procedural and simulation-based synthesis,Rule-based synthetic data | Simulation-based synthetic data,,,,,,,,Methods/Synthetic Data Generation/Procedural and Simulation-Based Synthesis/Procedural and simulation-based synthesis.md
Methods/Synthetic Data Generation/Procedural and Simulation-Based Synthesis/Procedural generation,Methods,Procedural generation,Procedural synthetic data generation,,,,,,,,Methods/Synthetic Data Generation/Procedural and Simulation-Based Synthesis/Procedural generation.md
Methods/Synthetic Data Generation/Procedural and Simulation-Based Synthesis/Rule-based data synthesis,Methods,Rule-based data synthesis,Rule-based synthetic data | Rule-based synthetic data generation | Rule-based data generation,,,,,,,,Methods/Synthetic Data Generation/Procedural and Simulation-Based Synthesis/Rule-based data synthesis.md
Methods/Synthetic Data Generation/Procedural and Simulation-Based Synthesis/Simulation-based data augmentation,Methods,Simulation-based data augmentation,Simulated training data,,,,,,,,Methods/Synthetic Data Generation/Procedural and Simulation-Based Synthesis/Simulation-based data augmentation.md
Methods/Synthetic Data Generation/Procedural and Simulation-Based Synthesis/Spline-based wafer dicing fault synthesis,Methods,Spline-based wafer dicing fault synthesis,wafer dicing fault synthesis | semiconductor wafer dicing fault simulation,stable,,,,,,,Methods/Synthetic Data Generation/Procedural and Simulation-Based Synthesis/Spline-based wafer dicing fault synthesis.md
Methods/Synthetic Data Generation/Procedural and Simulation-Based Synthesis/Structured domain randomization,Methods,Structured domain randomization,SDR,,,,,,,,Methods/Synthetic Data Generation/Procedural and Simulation-Based Synthesis/Structured domain randomization.md
Methods/Synthetic Data Generation/Synthetic data generation,Methods,Synthetic data generation,Synthetic training data | Synthetic image generation | Data synthesis,,,,,,,,Methods/Synthetic Data Generation/Synthetic data generation.md
Metrics/Anomaly Detection/Anomaly detection metrics,Metrics,Anomaly detection metrics,,,,,,,,,Metrics/Anomaly Detection/Anomaly detection metrics.md
Metrics/Anomaly Detection/AU-PR,Metrics,AU-PR,AU-PR,,,,,,,,Metrics/Anomaly Detection/AU-PR.md
Metrics/Anomaly Detection/AU-PRO,Metrics,AU-PRO,Area under per-region overlap,,,,,,,,Metrics/Anomaly Detection/AU-PRO.md
Metrics/Anomaly Detection/AU-ROC,Metrics,AU-ROC,AUC ROC | AUROC | AUC-ROC,,,,,,,,Metrics/Anomaly Detection/AU-ROC.md
Metrics/Anomaly Detection/Localization precision,Metrics,Localization precision,Anomaly localization precision,,,,,,,,Metrics/Anomaly Detection/Localization precision.md
Metrics/Classification/Accuracy,Metrics,Accuracy,classification accuracy,,,,,,,,Metrics/Classification/Accuracy.md
Metrics/Classification/Average classification precision,Metrics,Average classification precision,APc | average precision rate,,,,,,,,Metrics/Classification/Average classification precision.md
Metrics/Classification/Classification metrics,Metrics,Classification metrics,,,,,,,,,Metrics/Classification/Classification metrics.md
Metrics/Classification/Cohen's kappa,Metrics,Cohen's kappa,Cohen kappa | Cohen's κ | Cohens kappa,,,,,,,,Metrics/Classification/Cohen's kappa.md
Metrics/Classification/Error rate,Metrics,Error rate,recognition error rate,,,,,,,,Metrics/Classification/Error rate.md
Metrics/Classification/F1-score,Metrics,F1-score,F1-measure | F1 measure,,,,,,,,Metrics/Classification/F1-score.md
Metrics/Classification/G-mean,Metrics,G-mean,geometric mean,,,,,,,,Metrics/Classification/G-mean.md
Metrics/Classification/Matthews correlation coefficient,Metrics,Matthews correlation coefficient,MCC | Matthews correlation,,,,,,,,Metrics/Classification/Matthews correlation coefficient.md
Metrics/Classification/Precision,Metrics,Precision,,,,,,,,,Metrics/Classification/Precision.md
Metrics/Classification/Recall,Metrics,Recall,Sensitivity | True Positive Rate | TPR,,,,,,,,Metrics/Classification/Recall.md
Metrics/Classification/Relative improvement,Metrics,Relative improvement,IMP,,,,,,,,Metrics/Classification/Relative improvement.md
Metrics/Classification/Specificity,Metrics,Specificity,True Negative Rate | TNR,,,,,,,,Metrics/Classification/Specificity.md
Metrics/Classification/Top-1 error,Metrics,Top-1 error,top-1 error rate,,,,,,,,Metrics/Classification/Top-1 error.md
Metrics/Classification/Top-5 error,Metrics,Top-5 error,top-5 error rate,,,,,,,,Metrics/Classification/Top-5 error.md
Metrics/Detection/AP@0.7 IoU,Metrics,AP@0.7 IoU,AP@0.7 | AP at 0.7 IoU,,,,,,,,Metrics/Detection/AP@0.7 IoU.md
Metrics/Detection/Average precision,Metrics,Average precision,AP,,,,,,,,Metrics/Detection/Average precision.md
Metrics/Detection/Defect detection error rate,Metrics,Defect detection error rate,Pd,,,,,,,,Metrics/Detection/Defect detection error rate.md
Metrics/Detection/Detection metrics,Metrics,Detection metrics,,,,,,,,,Metrics/Detection/Detection metrics.md
Metrics/Detection/Detection rate,Metrics,Detection rate,DR | sensitivity,,,,,,,,Metrics/Detection/Detection rate.md
Metrics/Detection/Detection success rate,Metrics,Detection success rate,DSR | detection accuracy,,,,,,,,Metrics/Detection/Detection success rate.md
Metrics/Detection/False acceptance rate,Metrics,False acceptance rate,FAR,,,,,,,,Metrics/Detection/False acceptance rate.md
Metrics/Detection/False alarm rate,Metrics,False alarm rate,FAR,,,,,,,,Metrics/Detection/False alarm rate.md
Metrics/Detection/False rejection rate,Metrics,False rejection rate,FRR,,,,,,,,Metrics/Detection/False rejection rate.md
Metrics/Detection/mAP,Metrics,mAP,mean average precision,,,,,,,,Metrics/Detection/mAP.md
Metrics/Detection/mAP@0.15,Metrics,mAP@0.15,mean average precision at IoU 0.15,,,,,,,,Metrics/Detection/mAP@0.15.md
Metrics/Detection/mAP@0.25,Metrics,mAP@0.25,AP@0.25 | average precision at IoU 0.25,,,,,,,,Metrics/Detection/mAP@0.25.md
Metrics/Detection/mAP@0.30,Metrics,mAP@0.30,mean average precision at IoU 0.30,,,,,,,,Metrics/Detection/mAP@0.30.md
Metrics/Detection/mAP@0.50,Metrics,mAP@0.50,mean average precision at IoU 0.50,,,,,,,,Metrics/Detection/mAP@0.50.md
Metrics/Detection/mAP@0.50-0.95,Metrics,mAP@0.50-0.95,mAP@0.5:0.95 | mean average precision at IoU 0.50 to 0.95,,,,,,,,Metrics/Detection/mAP@0.50-0.95.md
Metrics/Detection/mAP@0.75,Metrics,mAP@0.75,AP@0.75 | average precision at IoU 0.75,,,,,,,,Metrics/Detection/mAP@0.75.md
Metrics/Detection/Modified F0.9 score,Metrics,Modified F0.9 score,Modified F0.9 | Modified F0.9-score,,,,,,,,Metrics/Detection/Modified F0.9 score.md
Metrics/Detection/Modified recall,Metrics,Modified recall,average modified recall | AMR,,,,,,,,Metrics/Detection/Modified recall.md
Metrics/Detection/Probability of detection,Metrics,Probability of detection,POD,,,,,,,,Metrics/Detection/Probability of detection.md
Metrics/Efficiency/Detection time,Metrics,Detection time,,,,,,,,,Metrics/Efficiency/Detection time.md
Metrics/Efficiency/Efficiency metrics,Metrics,Efficiency metrics,,,,,,,,,Metrics/Efficiency/Efficiency metrics.md
Metrics/Efficiency/FPS,Metrics,FPS,frames per second,,,,,,,,Metrics/Efficiency/FPS.md
Metrics/Efficiency/GFLOPs,Metrics,GFLOPs,giga floating point operations,,,,,,,,Metrics/Efficiency/GFLOPs.md
Metrics/Efficiency/Inference time,Metrics,Inference time,average inference time,,,,,,,,Metrics/Efficiency/Inference time.md
Metrics/Efficiency/Parameter count,Metrics,Parameter count,parameters | model parameters | Param,,,,,,,,Metrics/Efficiency/Parameter count.md
Metrics/Emerging Metrics/Area Under Saturated Per-Region Overlap,Metrics,Area Under Saturated Per-Region Overlap,AUsPRO,emerging,,,,,,,Metrics/Emerging Metrics/Area Under Saturated Per-Region Overlap.md
Metrics/Emerging Metrics/BLEU,Metrics,BLEU,BLEU score,emerging,,,,,,,Metrics/Emerging Metrics/BLEU.md
Metrics/Emerging Metrics/D1-all,Metrics,D1-all,,emerging,,,,,,,Metrics/Emerging Metrics/D1-all.md
Metrics/Emerging Metrics/Defect sensitivity,Metrics,Defect sensitivity,,emerging,,,,,,,Metrics/Emerging Metrics/Defect sensitivity.md
Metrics/Emerging Metrics/Emerging Metrics,Metrics,Emerging Metrics,,,,,,,,,Metrics/Emerging Metrics/Emerging Metrics.md
Metrics/Emerging Metrics/Endpoint error,Metrics,Endpoint error,,emerging,,,,,,,Metrics/Emerging Metrics/Endpoint error.md
Metrics/Emerging Metrics/Exact match,Metrics,Exact match,EM,emerging,,,,,,,Metrics/Emerging Metrics/Exact match.md
Metrics/Emerging Metrics/Exact-match accuracy,Metrics,Exact-match accuracy,,emerging,,,,,,,Metrics/Emerging Metrics/Exact-match accuracy.md
Metrics/Emerging Metrics/Faithfulness gap,Metrics,Faithfulness gap,Deletion-insertion faithfulness gap,emerging,,,,,,,Metrics/Emerging Metrics/Faithfulness gap.md
Metrics/Emerging Metrics/Feature embedding separation,Metrics,Feature embedding separation,,emerging,,,,,,,Metrics/Emerging Metrics/Feature embedding separation.md
Metrics/Emerging Metrics/Fill factor,Metrics,Fill factor,FF,emerging,,,,,,,Metrics/Emerging Metrics/Fill factor.md
Metrics/Emerging Metrics/Gaze estimation error,Metrics,Gaze estimation error,,emerging,,,,,,,Metrics/Emerging Metrics/Gaze estimation error.md
Metrics/Emerging Metrics/Grasp success rate,Metrics,Grasp success rate,,emerging,,,,,,,Metrics/Emerging Metrics/Grasp success rate.md
Metrics/Emerging Metrics/Hand pose threshold accuracy,Metrics,Hand pose threshold accuracy,,emerging,,,,,,,Metrics/Emerging Metrics/Hand pose threshold accuracy.md
Metrics/Emerging Metrics/Hoyer sparsity,Metrics,Hoyer sparsity,Hoyer,emerging,,,,,,,Metrics/Emerging Metrics/Hoyer sparsity.md
Metrics/Emerging Metrics/IoU@Top10%,Metrics,IoU@Top10%,IoU at Top 10 percent,emerging,,,,,,,Metrics/Emerging Metrics/IoU@Top10%.md
Metrics/Emerging Metrics/LIME surrogate fidelity,Metrics,LIME surrogate fidelity,kernel-weighted surrogate fidelity | R2w,emerging,,,,,,,Metrics/Emerging Metrics/LIME surrogate fidelity.md
Metrics/Emerging Metrics/Maximum power point,Metrics,Maximum power point,MPP,emerging,,,,,,,Metrics/Emerging Metrics/Maximum power point.md
Metrics/Emerging Metrics/Mean Absolute Error,Metrics,Mean Absolute Error,MAE,emerging,,,,,,,Metrics/Emerging Metrics/Mean Absolute Error.md
Metrics/Emerging Metrics/Mean Absolute Percentage Error,Metrics,Mean Absolute Percentage Error,MAPE,emerging,,,,,,,Metrics/Emerging Metrics/Mean Absolute Percentage Error.md
Metrics/Emerging Metrics/Mean Absolute Ranged Relative Error,Metrics,Mean Absolute Ranged Relative Error,MARRE,emerging,,,,,,,Metrics/Emerging Metrics/Mean Absolute Ranged Relative Error.md
Metrics/Emerging Metrics/Mean Hamming distance,Metrics,Mean Hamming distance,MHD,emerging,,,,,,,Metrics/Emerging Metrics/Mean Hamming distance.md
Metrics/Emerging Metrics/Mean localization error,Metrics,Mean localization error,,emerging,,,,,,,Metrics/Emerging Metrics/Mean localization error.md
Metrics/Emerging Metrics/Mean Squared Error,Metrics,Mean Squared Error,MSE,emerging,,,,,,,Metrics/Emerging Metrics/Mean Squared Error.md
Metrics/Emerging Metrics/Normalized change,Metrics,Normalized change,normalized change | c,emerging,,,,,,,Metrics/Emerging Metrics/Normalized change.md
Metrics/Emerging Metrics/Normalized gain,Metrics,Normalized gain,average normalized gain | <g>,emerging,,,,,,,Metrics/Emerging Metrics/Normalized gain.md
Metrics/Emerging Metrics/Occlusion entropy,Metrics,Occlusion entropy,occlusion-map entropy | Shannon entropy,emerging,,,,,,,Metrics/Emerging Metrics/Occlusion entropy.md
Metrics/Emerging Metrics/Open-circuit voltage,Metrics,Open-circuit voltage,VOC,emerging,,,,,,,Metrics/Emerging Metrics/Open-circuit voltage.md
Metrics/Emerging Metrics/Power conversion efficiency,Metrics,Power conversion efficiency,PCE,emerging,,,,,,,Metrics/Emerging Metrics/Power conversion efficiency.md
Metrics/Emerging Metrics/Quantum efficiency,Metrics,Quantum efficiency,QE,emerging,,,,,,,Metrics/Emerging Metrics/Quantum efficiency.md
Metrics/Emerging Metrics/Short-circuit current,Metrics,Short-circuit current,Isc | I_sc,emerging,,,,,,,Metrics/Emerging Metrics/Short-circuit current.md
Metrics/Emerging Metrics/Short-circuit current density,Metrics,Short-circuit current density,JSC,emerging,,,,,,,Metrics/Emerging Metrics/Short-circuit current density.md
Metrics/Emerging Metrics/Texture robustness,Metrics,Texture robustness,,emerging,,,,,,,Metrics/Emerging Metrics/Texture robustness.md
Metrics/Generative Quality/Bits per dimension,Metrics,Bits per dimension,bits/dim | bits per dim | negative log likelihood in bits per dimension,,,,,,,,Metrics/Generative Quality/Bits per dimension.md
Metrics/Generative Quality/CLIPScore,Metrics,CLIPScore,CLIP Score,,,,,,,,Metrics/Generative Quality/CLIPScore.md
Metrics/Generative Quality/FID,Metrics,FID,Frechet Inception Distance | Frechet Inception Distance,,,,,,,,Metrics/Generative Quality/FID.md
Metrics/Generative Quality/GAN-Train GAN-Test,Metrics,GAN-Train GAN-Test,GAN-Train | GAN-Test,,,,,,,,Metrics/Generative Quality/GAN-Train GAN-Test.md
Metrics/Generative Quality/Generative quality metrics,Metrics,Generative quality metrics,,,,,,,,,Metrics/Generative Quality/Generative quality metrics.md
Metrics/Generative Quality/Inception Score,Metrics,Inception Score,,,,,,,,,Metrics/Generative Quality/Inception Score.md
Metrics/Generative Quality/KID,Metrics,KID,Kernel Inception Distance,,,,,,,,Metrics/Generative Quality/KID.md
Metrics/Generative Quality/Log likelihood,Metrics,Log likelihood,Model log likelihood | Likelihood,,,,,,,,Metrics/Generative Quality/Log likelihood.md
Metrics/Generative Quality/LPIPS,Metrics,LPIPS,,,,,,,,,Metrics/Generative Quality/LPIPS.md
Metrics/Generative Quality/MMD,Metrics,MMD,maximum mean discrepancy,,,,,,,,Metrics/Generative Quality/MMD.md
Metrics/Generative Quality/Parzen window log-likelihood,Metrics,Parzen window log-likelihood,Parzen-window log-likelihood | Parzen density estimate log-likelihood,,,,,,,,Metrics/Generative Quality/Parzen window log-likelihood.md
Metrics/Generative Quality/PGI,Metrics,PGI,Polymorphic Generative Index | polymorphic generative index,,,,,,,,Metrics/Generative Quality/PGI.md
Metrics/Generative Quality/PSNR,Metrics,PSNR,Peak signal-to-noise ratio,,,,,,,,Metrics/Generative Quality/PSNR.md
Metrics/Generative Quality/SSIM,Metrics,SSIM,Structural Similarity Index | Structural Similarity Index Measure,,,,,,,,Metrics/Generative Quality/SSIM.md
Metrics/Generative Quality/Surface Defect Score,Metrics,Surface Defect Score,SDS,,,,,,,,Metrics/Generative Quality/Surface Defect Score.md
Metrics/Metrics,Metrics,Metrics,,,,,,,,,Metrics/Metrics.md
Metrics/Segmentation/Background pixel accuracy,Metrics,Background pixel accuracy,BPA,,,,,,,,Metrics/Segmentation/Background pixel accuracy.md
Metrics/Segmentation/Dice score,Metrics,Dice score,,,,,,,,,Metrics/Segmentation/Dice score.md
Metrics/Segmentation/E-measure,Metrics,E-measure,Em | enhanced-alignment measure,,,,,,,,Metrics/Segmentation/E-measure.md
